category1_code,category2_code,product_code,title,itemurl,imageurl,price,clean_title,title_length,image_path,label
JEWELRY,RINGS,PJ11670,18 Karat Gelbgold  Diamant,https://www.chanel.com/de/schmuck/p/J11670/petales-de-camelia-ring/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/petales-de-camelia-ring-yellow-yellow-gold-diamond-packshot-default-j11670-8825427427358.jpg",9500.0,18 karat gelbgold  diamant,26,images_cache/PJ11670.jpg,29
JEWELRY,COCO CRUSH,PJ11786,Steppmotiv  Mini-Modell  18 Karat BEIGEGOLD  Diamanten,https://www.chanel.com/de/schmuck/p/J11786/coco-crush-ring/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/coco-crush-ring-beige-beige-gold-diamond-packshot-default-j11786-8829173170206.jpg",4060.0,steppmotiv  mini-modell  18 karat beigegold  diamanten,54,images_cache/PJ11786.jpg,9
JEWELRY,BRACELETS,PJ11875,Aus 18 Karat Rotgold  Diamanten.,https://www.chanel.com/de/schmuck/p/J11875/extrait-de-camelia-armband/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/extrait-de-camelia-bracelet-pink-pink-gold-diamond-packshot-default-j11875-8835817439262.jpg",5400.0,aus 18 karat rotgold  diamanten.,32,images_cache/PJ11875.jpg,4
JEWELRY,NECKLACES,PJ11877,Veränderbares langes Collier  18 Karat Rotgold  Diamanten,https://www.chanel.com/de/schmuck/p/J11877/les-infinis-de-camelia/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/les-infinis-de-camelia-pink-pink-gold-diamond-packshot-default-j11877-8829167370270.jpg",23500.0,veränderbares langes collier  18 karat rotgold  diamanten,57,images_cache/PJ11877.jpg,25
FASHION,HANDBAGS,PAS4413B14566,Samt  Emaille & goldfarbenes Metall  Schwarz,https://www.chanel.com/de/mode/p/AS4413B1456694305/kleine-pattentasche-samt-emaille-goldfarbenes-metall/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/mini-flap-bag-black-velvet-enamel-gold-tone-metal-velvet-enamel-gold-tone-metal--packshot-artistique-vue2-as4413b1456694305-9527955161118.jpg",4900.0,samt  emaille & goldfarbenes metall  schwarz,44,images_cache/PAS4413B14566.jpg,17
FASHION,SHOES,PG45016B13070,Geknautschtes Lammlackleder  Schwarz,https://www.chanel.com/de/mode/p/G45016B1307094305/sandalen-geknautschtes-lammlackleder/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/sandals-black-patent-crumpled-lambskin-patent-crumpled-lambskin-packshot-artistique-vue1-g45016b1307094305-9524676919326.jpg",1350.0,geknautschtes lammlackleder  schwarz,36,images_cache/PG45016B13070.jpg,33
FASHION,SHOES,PG45275B14426,Ziegenlackleder  Hellrosa,https://www.chanel.com/de/mode/p/G45275B14426NS105/mary-janes-ziegenlackleder/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/mary-janes-light-pink-patent-goatskin-patent-goatskin-packshot-artistique-vue1-g45275b14426ns105-9527206576158.jpg",1300.0,ziegenlackleder  hellrosa,25,images_cache/PG45275B14426.jpg,33
EYEWEAR,BLUE LIGHT GLASSES,PA71470,Schwarz. Gläser: Transparent,https://www.chanel.com/de/brillen/p/A71470X01081S011254NOCCI/quadratische-brille-mit-blaulichtfilter-schwarz/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/square-blue-light-glasses-brown-acetate-acetate-packshot-default-a71470x01081s1704-9527247536158.jpg",453.33,schwarz. gläser: transparent,28,images_cache/PA71470.jpg,2
EYEWEAR,SUNGLASSES,PA71502,Schwarz. Gläser: Grau  Mit Verlauf,https://www.chanel.com/de/brillen/p/A71502X08101S221600POCCI/rechteckige-sonnenbrille-schwarz/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/rectangle-sunglasses-black-acetate-acetate-packshot-default-a71502x08101s2216-8860275048478.jpg",450.0,schwarz. gläser: grau  mit verlauf,34,images_cache/PA71502.jpg,35
EYEWEAR,SUNGLASSES,PA71509,Schwarz & Weiß. Gläser: Grau,https://www.chanel.com/de/brillen/p/A71509X02569S415500POCCI/ovale-sonnenbrille-schwarz-weiss/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/oval-sunglasses-black-white-acetate-strass-acetate-strass-packshot-default-a71509x02569s4155-8860274753566.jpg",1300.0,schwarz & weiß. gläser: grau,28,images_cache/PA71509.jpg,35
EYEWEAR,SUNGLASSES,PA71510,Schwarz. Gläser: Grau  Polarisiert  Mit Verlauf,https://www.chanel.com/de/brillen/p/A71510X02016S221855OOCCI/quadratische-sonnenbrille-schwarz/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/square-sunglasses-black-acetate-acetate-packshot-default-a71510x02016s2218-9518583808030.jpg",1100.0,schwarz. gläser: grau  polarisiert  mit verlauf,47,images_cache/PA71510.jpg,35
EYEWEAR,SUNGLASSES,PA71571,Weiß. Gläser: Grau  Mit Verlauf,https://www.chanel.com/de/brillen/p/A71571X08101S125500POCCI/ovale-sonnenbrille-weiss/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/oval-sunglasses-white-acetate-acetate-packshot-default-a71571x08101s1255-9531037417502.jpg",520.0,weiß. gläser: grau  mit verlauf,31,images_cache/PA71571.jpg,35
EYEWEAR,EYEGLASSES,PA75283,Schwarz,https://www.chanel.com/de/brillen/p/A75283X08101V362250NOCCI/katzenaugenfoermige-korrekturfassung-schwarz/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/cat-eye-eyeglasses-black-acetate-acetate-packshot-default-a75283x08101v3622-9529712050206.jpg",460.0,schwarz,7,images_cache/PA75283.jpg,14
EYEWEAR,EYEGLASSES,PA75284,Dunkelgrün,https://www.chanel.com/de/brillen/p/A75284X08101V166651NOCCI/quadratische-korrekturfassung-dunkelgruen/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/square-eyeglasses-dark-green-acetate-acetate-packshot-default-a75284x08101v1666-9529714376734.jpg",460.0,dunkelgrün,10,images_cache/PA75284.jpg,14
FASHION,SMALL LEATHER GOODS,PA80829Y04634,Kalbsleder in Vintage-Optik & goldfarbenes Metall  Schwarz,https://www.chanel.com/de/mode/p/A80829Y04634C3906/lange-pattenbrieftasche-2-55-kalbsleder-in-vintage-optik-goldfarbenes-metall/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/2-55-long-flap-wallet-black-aged-calfskin-gold-tone-metal-aged-calfskin-gold-tone-metal-packshot-default-a80829y04634c3906-8853668790302.jpg",1340.0,kalbsleder in vintage-optik & goldfarbenes metall  schwarz,58,images_cache/PA80829Y04634.jpg,34
FASHION,BELTS,PAA9232B13497,Lammleder & goldfarbenes Metall  Schwarz,https://www.chanel.com/de/mode/p/AA9232B1349794305/kettenguertel-lammleder-goldfarbenes-metall/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/chain-belt-black-lambskin-gold-tone-metal-lambskin-gold-tone-metal-packshot-artistique-vue2-aa9232b1349794305-9523661078558.jpg",3700.0,lammleder & goldfarbenes metall  schwarz,40,images_cache/PAA9232B13497.jpg,1
FASHION,OTHER ACCESSORIES,PAA9238B13591,Baumwolle  Mischfasern & Strass  Weiß,https://www.chanel.com/de/mode/p/AA9238B1359110601/struempfe-baumwolle-mischfasern-strass/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/socks-white-cotton-mixed-fibers-strass-cotton-mixed-fibers-strass-packshot-artistique-vue1-aa9238b1359110601-9527152705566.jpg",520.0,baumwolle  mischfasern & strass  weiß,37,images_cache/PAA9238B13591.jpg,27
FASHION,SCARVES,PAA9565B14518,Seidentwill  Rosa  Schwarz & Weiß,https://www.chanel.com/de/mode/p/AA9565B14518NS555/accessoire-zur-verwendung-als-haarband-guertel-oder-lavalliere-seidentwill/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/slim-bandeau-pink-black-white-silk-twill-silk-twill-packshot-artistique-vue2-aa9565b14518ns555-9527221747742.jpg",320.0,seidentwill  rosa  schwarz & weiß,33,images_cache/PAA9565B14518.jpg,30
FASHION,COSTUME JEWELRY,PABA980B13065,Metall & Harz  Goldfarben & Braun,https://www.chanel.com/de/mode/p/ABA980B13065NO880/armreifen-metall-harz/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/cuff-gold-brown-metal-resin-metal-resin-packshot-artistique-vue1-aba980b13065no880-9524096860190.jpg",850.0,metall & harz  goldfarben & braun,33,images_cache/PABA980B13065.jpg,10
FASHION,COSTUME JEWELRY,PABB032B13049,Metall & Strass  Silberfarben & Kristall,https://www.chanel.com/de/mode/p/ABB032B13049NO876/kreolen-clips-metall-strass/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/clip-on-hoop-earrings-silver-crystal-metal-strass-metal-strass-packshot-artistique-vue2-abb032b13049no876-9524095942686.jpg",1570.0,metall & strass  silberfarben & kristall,40,images_cache/PABB032B13049.jpg,10
FASHION,COSTUME JEWELRY,PABB142B13050,Metall  Strass & Glasperlen  Silberfarben  Kristall & Perlmuttweiß,https://www.chanel.com/de/mode/p/ABB142B13050NO877/choker-metall-strass-glasperlen/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/choker-silver-crystal-pearly-white-metal-strass-glass-pearls-metal-strass-glass-pearls-packshot-artistique-vue3-abb142b13050no877-9524093452318.jpg",1220.0,metall  strass & glasperlen  silberfarben  kristall & perlmuttweiß,66,images_cache/PABB142B13050.jpg,10
FASHION,COSTUME JEWELRY,PABB306B13554,Metall  Glasperlen & Strass  Goldfarben  Blau & Schwarz,https://www.chanel.com/de/mode/p/ABB306B13554NQ109/ohrclips-metall-glasperlen-strass/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/clip-on-earrings-gold-blue-black-metal-glass-pearls-strass-metal-glass-pearls-strass-packshot-artistique-vue2-abb306b13554nq109-9524093943838.jpg",1950.0,metall  glasperlen & strass  goldfarben  blau & schwarz,55,images_cache/PABB306B13554.jpg,10
FASHION,COSTUME JEWELRY,PABB324B13558,Metall  Lammleder & Strass  Goldfarben  Schwarz & Kristall,https://www.chanel.com/de/mode/p/ABB324B13558NQ115/choker-metall-lammleder-strass/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/choker-gold-black-crystal-metal-lambskin-strass-metal-lambskin-strass-packshot-artistique-vue3-abb324b13558nq115-9526246211614.jpg",2150.0,metall  lammleder & strass  goldfarben  schwarz & kristall,58,images_cache/PABB324B13558.jpg,10
FASHION,COSTUME JEWELRY,PABB331B13558,Metall  Lammleder & Strass  Goldfarben  Schwarz & Kristall,https://www.chanel.com/de/mode/p/ABB331B13558NQ115/armreifen-metall-lammleder-strass/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/cuff-gold-black-crystal-metal-lambskin-strass-metal-lambskin-strass-packshot-default-abb331b13558nq115-9523835699230.jpg",2000.0,metall  lammleder & strass  goldfarben  schwarz & kristall,58,images_cache/PABB331B13558.jpg,10
FASHION,COSTUME JEWELRY,PABB364B13567,Metall  Harz & Strass  Goldfarben  Gelb & Kristall,https://www.chanel.com/de/mode/p/ABB364B13567NQ091/choker-metall-harz-strass/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/choker-gold-yellow-crystal-metal-resin-strass-metal-resin-strass-packshot-artistique-vue3-abb364b13567nq091-9523934330910.jpg",1550.0,metall  harz & strass  goldfarben  gelb & kristall,50,images_cache/PABB364B13567.jpg,10
FASHION,BELTS,PABB844B14356,Metall  Dunkles Gold,https://www.chanel.com/de/mode/p/ABB844B14356NS014/kettenguertel-metall/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/chain-belt-dark-gold-metal-metal-packshot-artistique-vue1-abb844b14356ns014-9527438770206.jpg",2300.0,metall  dunkles gold,20,images_cache/PABB844B14356.jpg,1
FASHION,SMALL LEATHER GOODS,PAP3435B14269,Glänzendes Kalbsleder in Vintage-Optik & goldfarbenes Metall  Weiß,https://www.chanel.com/de/mode/p/AP3435B1426910601/pochette-mit-kette-glaenzendes-kalbsleder-in-vintage-optik-goldfarbenes-metall/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/clutch-with-chain-white-shiny-aged-calfskin-gold-tone-metal-shiny-aged-calfskin-gold-tone-metal-packshot-artistique-vue4-ap3435b1426910601-9527225745438.jpg",2900.0,glänzendes kalbsleder in vintage-optik & goldfarbenes metall  weiß,66,images_cache/PAP3435B14269.jpg,34
EYEWEAR,BLUE LIGHT GLASSES,PA71484,Schwarz. Gläser: Transparent,https://www.chanel.com/de/brillen/p/A71484X02123S221255NOCCI/katzenaugenbrille-mit-blaulichtfilter-schwarz/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/cat-eye-blue-light-glasses-black-acetate-calfskin-acetate-calfskin-packshot-default-a71484x02123s2212-8857342607390.jpg",460.0,schwarz. gläser: transparent,28,images_cache/PA71484.jpg,2
EYEWEAR,SUNGLASSES,PA71498,Schwarz. Gläser: Grau  Mit Verlauf,https://www.chanel.com/de/brillen/p/A71498X08220S227100POCCI/rechteckige-sonnenbrille-schwarz/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/rectangle-sunglasses-black-acetate-imitation-pearls-acetate-imitation-pearls-packshot-default-a71498x08220s2271-8860274786334.jpg",590.0,schwarz. gläser: grau  mit verlauf,34,images_cache/PA71498.jpg,35
EYEWEAR,SUNGLASSES,PA71503,Schwarz. Gläser: Grau  Mit Verlauf,https://www.chanel.com/de/brillen/p/A71503X08101S221600POCCI/ovale-sonnenbrille-schwarz/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/oval-sunglasses-black-acetate-acetate-packshot-default-a71503x08101s2216-8860274163742.jpg",450.0,schwarz. gläser: grau  mit verlauf,34,images_cache/PA71503.jpg,35
EYEWEAR,SUNGLASSES,PA71515,Schwarz. Gläser: Grau,https://www.chanel.com/de/brillen/p/A71515X01081S221456NOCCI/ovale-sonnenbrille-schwarz/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/oval-sunglasses-black-acetate-acetate-packshot-default-a71515x01081s2214-9518587674654.jpg",450.0,schwarz. gläser: grau,21,images_cache/PA71515.jpg,35
EYEWEAR,BLUE LIGHT GLASSES,PA71535,Hellrosa. Gläser: Transparent,https://www.chanel.com/de/brillen/p/A71535X08101S331253MOCCI/quadratische-brille-mit-blaulichtfilter-hellrosa/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/square-blue-light-glasses-light-pink-acetate-acetate-packshot-default-a71535x08101s3312-9522171379742.jpg",320.0,hellrosa. gläser: transparent,29,images_cache/PA71535.jpg,2
EYEWEAR,SUNGLASSES,PA71556,Silberfarben. Gläser: Rosa  Verspiegelt,https://www.chanel.com/de/brillen/p/A71556X02081L247500PUNI/umschliessende-sonnenbrille-silberfarben/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/shield-sunglasses-silver-nylon-nylon-packshot-default-a71556x02081l2475-9528826101790.jpg",750.0,silberfarben. gläser: rosa  verspiegelt,39,images_cache/PA71556.jpg,35
EYEWEAR,SUNGLASSES,PA71578,Blau. Gläser: Grau  Mit Verlauf,https://www.chanel.com/de/brillen/p/A71578X08101S697156NOCCI/schmetterlingsfoermige-sonnenbrille-blau/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/butterfly-sunglasses-blue-acetate-acetate-packshot-default-a71578x08101s6971-9529710215198.jpg",500.0,blau. gläser: grau  mit verlauf,31,images_cache/PA71578.jpg,35
EYEWEAR,EYEGLASSES,PA75231,Blau,https://www.chanel.com/de/brillen/p/A75231X08101V503Z49POCCI/pantos-korrekturfassung-blau/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/pantos-eyeglasses-blue-acetate-acetate-packshot-default-a75231x08101v503z-9529713917982.jpg",300.0,blau,4,images_cache/PA75231.jpg,14
EYEWEAR,EYEGLASSES,PA75256,Braun,https://www.chanel.com/de/brillen/p/A75256X01081V170453MOCCI/katzenaugenfoermige-korrekturfassung-braun/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/cat-eye-eyeglasses-brown-acetate-acetate-packshot-default-a75256x01081v1704-9527281975326.jpg",400.0,braun,5,images_cache/PA75256.jpg,14
EYEWEAR,EYEGLASSES,PA75257,Schildpatt,https://www.chanel.com/de/brillen/p/A75257X01081V172650OOCCI/runde-korrekturfassung-schildpatt/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/round-eyeglasses-tortoise-acetate-acetate-packshot-default-a75257x01081v1726-9527247831070.jpg",400.0,schildpatt,10,images_cache/PA75257.jpg,14
